X.usr.local.lib.R.library.aCGH.data.sprocCR40.txt	X.usr.local.lib.R.library.aCGH.data.sprocCR43.txt
1191	0.026933	-0.046273
1192	0.102423	0.022356
1193	0.084892	0.002949
1194	0.005611	0.041469
1195	-0.131112	-0.103877
1196	-0.031994	0.05283
1197	-0.014091	-0.109448
1198	0.042092	0.015814
1199	0.046402	-0.011284
1200	0.015871	-0.017647
1201	-0.000806	-0.041221
1202	0.00381	0.055288
1203	0.062192	-0.022318
1204	0.008781	0.031069
1205	0.030784	0.026643
1206	0.065891	-0.092738
1207	-0.015261	-0.085391
1210	-0.008517	-0.040691
1211	0.051883	0.013931
1212	-0.031533	-0.109346
1213	0.001532	-0.069103
1214	0.029558	0.00597
1215	0.024134	-0.022012
1216	0.012699	-0.066097
1217	0.072087	0.009717
1218	-0.08481	-0.049759
1219	0.063255	-0.03543
1220	-0.015781	-0.077333
1221	0.094825	-0.021904
1222	-9.2e-05	0.008589
1223	0.075463	-0.082345
1224	0.046743	-0.010446
1225	0.038971	-0.030479
1226	0.018846	-0.031931
1227	-0.007593	-0.015986
1228	-0.025598	-0.036891
1229	0.023211	0.00166
1230	0.000775	-0.05348
1233	-0.135736	-0.093685
1234	0.159909	0.000231
1235	0.095851	-0.087901
1236	0.033061	-0.098791
1237	0.044454	-0.005452
1238	0.078051	-0.01662
1239	0.021659	-0.042394
1240	-0.170925	-0.131043
1241	0.048302	-0.005366
1242	0.092313	0.05509
1243	-0.044177	-0.054957
1244	-0.094971	0.060967
1245	0.010208	0.004171
1246	0.059967	0.056018
1247	0.211542	0.072478
1248	-0.031921	-0.043648
1249	0.016523	0.048844
1250	0.125495	-0.007401
1251	-0.066803	0.043124
1252	0.158929	0.048268
1253	0.06556	0.05142
1254	0.044848	-0.054189
1255	0.001181	-0.018913
1256	0.039974	-0.084869
1258	0.04716	0.010162
1259	0.047927	-0.057792
1260	0.085669	0.0465
1261	-0.0085	-0.050957
1262	-0.013233	-0.092497
1263	0.092495	0.057518
1264	0.051369	-0.004129
1265	0.023366	0.093781
1266	-0.007235	0.020105
1267	-0.026092	-0.024296
1268	0.129537	0.0312
1269	0.002693	0.008142
1270	-0.055823	-0.004592
1271	0.081424	0.076857
1273	-0.009748	-0.03198
1274	0.097654	0.082806
1275	0.041734	-0.011679
1276	0.044837	0.016548
1277	0.067251	0.013727
1278	0.032415	0.008763
1279	0.131252	0.003112
1280	0.190212	0.049724
1281	0.078587	0.030792
1282	0.027341	0.033146
1283	0.084217	0.007911
1284	-0.068216	-0.09475
1285	-0.005511	-0.01794
1286	0.057453	0.032705
1287	-0.010164	-0.094958
1288	-0.075555	-0.039309
1289	0.050923	-0.010724
1290	-0.106275	-0.08891
1292	-0.14242	-0.05998
1293	-0.114941	-0.109323
1294	-0.007662	-0.048606
1295	-0.026694	-0.032893
1296	0.061019	-0.035813
1297	-0.144074	0.027816
1298	-0.016107	0.046996
1300	-0.033616	0.079347
1301	0.007155	-0.090463
1303	0.054854	-0.024664
1304	-0.046103	-0.068341
1305	-0.080275	-0.071658
1306	0.047577	-0.033287
1307	-0.115196	-0.124734
1308	-0.075146	-0.075152
1309	0.094576	0.033491
1310	-0.080074	-0.136276
1311	0.013082	-0.02826
1312	0.081952	-0.016071
1313	-0.075931	-0.064353
1314	0.023338	-0.028623
1315	-0.104468	-0.074435
1316	-0.0389	-0.035808
1317	0.118535	-0.012233
1319	0.031393	0.020515
1320	-0.039024	0.011102
1321	-0.027633	-0.004631
1322	-0.127973	-0.104152
1323	0.020258	0.032587
1325	0.015614	0.080276
1326	-0.050548	-0.006883
1327	-0.05793	-0.017441
1328	0.074014	-0.01034
1329	-0.175333	-0.024167
1330	-0.006842	0.020948
1331	0.032393	-0.054611
1332	0.101036	0.032695
1333	0.089501	0.015783
1334	0.106857	-0.011326
1335	0.063644	-0.006148
1336	0.026816	0.000694
1337	0.044911	0.025692
1338	0.091387	-0.048618
1339	0.174502	0.035951
1340	0.03671	0.019138
1341	-0.035623	0.002418
1342	0.032285	0.089118
1343	-0.02221	-0.007606
1344	0.087171	0.019075
1345	0.031993	-0.035335
1346	-0.128444	0.055369
1347	0.142228	0.027088
1348	-0.087079	0.042432
1349	0.007888	-0.018094
1351	-0.126969	-0.013658
1353	-0.206754	-0.1932
1354	0.114712	0.061593
1355	0.020931	0.00066
1356	0.064802	0.041006
1357	0.080817	0.032626
1358	0.123275	0.0177
1359	-0.205647	0.000976
1360	0.066725	0.034759
1361	-0.044687	-0.014099
1362	-0.183778	-0.04446
1363	-0.046905	-0.128772
1365	-0.030302	-0.016026
1366	-0.027227	-0.057978
1367	0.034676	0.024229
1368	-0.064989	-0.077532
1369	0.017157	-0.013796
1370	0.119609	0.057579
1371	-0.037142	-0.003102
1372	0.073214	-0.064613
1373	-0.018124	-0.002075
1374	-0.121778	-0.16811
1375	-0.056645	-0.022238
1376	0.038983	-0.02477
1378	-0.096726	-0.066334
1379	-0.024179	0.007372
1380	-0.042787	-0.019616
1381	-0.062521	-0.017017
1384	-0.124554	-0.005489
1385	-0.133931	-0.022992
1386	-0.002456	0.020559
1387	-0.043507	-0.034411
1388	-0.012621	-0.062435
1389	0.05749	0.014931
1390	-0.080781	0.024695
1391	0.023105	0.020005
1392	0.17592	0.113863
1393	-0.06506	-0.020104
1395	-0.036216	-0.0026
1396	-0.023837	-0.081096
1397	0.00121	-0.030496
1398	0.157744	0.064734
1399	-0.246596	-0.058947
1400	0.082213	-0.003736
1401	-0.103637	-0.025667
1402	-0.115667	-0.013158
1404	-0.004014	-0.039802
1406	0.030053	0.001691
1409	-0.142512	-0.043683
1410	-0.073912	-0.046082
1411	0.034714	-0.03406
1413	-0.043657	0.04564
1414	-0.042023	0.041459
1415	-0.056241	-0.10319
1416	-0.075919	-0.000295
1418	-0.101414	-0.133134
1420	-0.016471	-0.006399
1421	-0.0011935	-0.0176155
1423	-0.001932	-0.050633
1424	0.02176	-0.079471
1425	0.014715	-0.056414
1426	-0.096403	-0.03874
1427	-0.06047	-0.049558
1428	-0.146338	-0.087166
1429	-0.033997	-0.035102
1430	-0.022707	-0.037913
1431	-0.092045	-0.051973
1432	-0.125268	0.007367
1433	-0.148423	-0.038011
1434	0.139683	0.051557
1435	0.032704	-0.037314
1436	-0.060407	-0.026637
1437	0.024897	-0.005448
1438	-0.022147	0.04602
1440	-0.04435	0.010595
1441	-0.039788	-0.063845
1442	-0.028447	-0.023302
1443	-0.024403	0.039162
1444	-0.127377	-0.002574
1445	-0.116115	0.006687
1446	0.012523	-0.029969
1448	-0.044229	0.02337
1449	0.090632	-0.046848
1450	-0.029083	-0.041665
1451	-0.052774	0.014916
1452	-0.049253	-0.052004
1454	0.048371	-0.043135
1455	-0.189963	-0.085084
1456	0.080392	-0.008469
1457	0.147304	0.022906
1458	-0.038317	-0.020835
1459	-0.136413	0.011573
1460	0.009502	-0.148956
1461	-0.069219	-0.017811
1462	-0.05624	-0.038112
1463	0.050119	-0.033433
1464	-0.023416	-0.033625
1465	-0.00178	0.039164
1466	-0.055088	0.026088
1467	-0.069465	0.012924
1468	0.087958	0.046044
1469	0.003353	0.02202
1470	-0.133151	-0.101097
1471	0.049792	-0.075875
1472	-0.047738	-0.102616
1473	-0.190826	-0.031969
1474	-0.154728	-0.01257
1475	-0.047941	0.048728
1476	-0.005327	0.01816
1477	0.030455	0.000184
1478	-0.065105	0.012276
1479	-0.106181	-0.035483
1480	-0.068624	-0.063891
1481	-0.045297	-0.048658
1482	-0.010545	0.027964
1483	-0.051669	-0.016211
1484	-0.035438	-0.039166
1485	-0.069495	0.017215
1486	-0.095882	-0.057988
1487	-0.046433	-0.035817
1488	-0.038452	-0.051664
1489	-0.066674	-0.011782
1490	-0.042385	0.026566
1491	-0.041395	0.031632
1492	0.009929	-0.104151
1493	-0.06856	0.015173
1494	-0.099676	-0.084456
1495	0.015918	-0.04759
1496	-0.085485	-0.049526
1497	-0.045515	-0.04969
1498	0.112531	0.043006
1499	-0.048881	-0.030374
1500	-0.064631	0.033598
1501	-0.013239	0.009687
1502	0.017107	-0.046596
1503	0.051827	-0.002788
1505	-0.177143	-0.028043
1506	0.080748	-0.008791
1507	-0.092024	-0.067237
1508	0.033516	-0.02084
1509	0.083315	-0.023696
1510	-0.006515	0.040447
1511	0.156075	0.144994
1512	-0.060071	-0.007083
1513	-0.071443	0.034937
1515	0.162305	0.100715
1516	-0.002839	0.004487
1517	0.109281	0.053443
1518	-0.109444	0.011633
1519	-0.01777	-0.00619
1520	0.162782	0.095867
1521	0.072769	0.117508
1522	0.038514	-0.021266
1523	-0.009227	0.013777
1524	-0.047951	-0.110829
1525	0.185056	0.062101
1526	-0.078886	0.003795
1527	0.057428	0.082408
1528	0.013918	-0.102655
1529	0.000313	-0.049073
1530	0.006706	-0.059883
1531	-0.1113	-0.007323
1532	-0.055654	0.05702
1533	0.017882	0.059627
1534	-0.051718	0.074364
1535	-0.055052	-0.080365
1536	0.008753	-0.000211
1537	-0.119316	0.012008
1538	0.030823	0.004031
1539	0.037003	-0.011662
1540	0.105116	-0.033428
1541	-0.019563	0.059122
1542	0.006768	-0.030471
1543	0.132041	0.070222
1544	0.075846	-0.025658
1545	0.034441	0.070247
1546	0.057552	0.028476
1547	-0.052343	0.00453
1548	0.041355	-0.006889
1549	-0.057174	0.102746
1550	-0.11349	-0.088537
1551	-0.153527	-0.006533
1552	0.107789	-0.001664
1553	-0.103174	-0.000972
1554	-0.007604	-0.004111
1555	-0.008945	0.026824
1556	-0.096704	0.025941
1557	0.126433	0.029421
1558	0.131916	0.033135
1559	-0.00603	0.01274
1560	0.057861	0.029208
1561	0.044828	-0.024176
1562	0.112168	0.085039
1563	0.035865	-0.006457
1564	0.055696	-0.030483
1565	-0.000555	-0.080912
1567	-0.063374	-0.060955
1568	0.121074	-0.016532
1569	0.131598	0.041731
1570	0.086434	0.107313
1571	0.060606	0.006374
1572	0.000404	0.01769
1573	0.114321	0.058939
1574	0.09659	0.046521
1576	-0.14805	0.008305
1577	0.075041	-0.028572
1579	0.215701	0.042891
1580	0.023419	0.007668
1581	0.035883	-0.036778
1583	0.002772	0.021426
1584	0.024777	0.045546
1585	-0.014264	-0.017404
1586	-0.110435	-0.066352
1587	0.031528	-0.054506
1589	-0.065931	-0.051904
1590	-0.070864	-0.038409
1591	-0.018183	-0.071322
1592	0.167759	0.038685
1593	-0.120942	-0.09153
1596	-0.120416	-0.063013
1597	-0.047422	-0.029513
1598	-0.071611	-0.127033
1599	-0.037656	0.010924
1600	-0.116061	-0.038011
1601	-0.075917	0.094097
1602	-0.081121	0.02151
1603	-0.027515	-0.055151
1605	-0.099772	0.03274
1606	-0.090571	0.006648
1607	-0.027184	0.030801
1608	-0.079505	-0.001642
1609	-0.059622	0.002644
1610	-0.017929	0.032198
1611	0.071657	0.030732
1612	-0.077339	0.021034
1613	-0.060484	-0.033612
1614	-0.031193	0.089647
1615	-0.003843	0.018121
1616	-0.074202	0.005629
1617	-0.022384	0.043519
1619	0.025943	0.049999
1621	0.088946	0.095638
1623	0.010375	0.038269
1624	-0.012136	-0.001728
1625	-0.034892	-0.003526
1627	-0.018498	0.060519
1629	-0.030712	0.024559
1630	-0.179671	0.07652
1631	0.046387	-0.034588
1633	-0.109834	0.036851
1634	-0.199125	-0.001875
1635	0.015812	0.059829
1637	-0.089258	0.089603
1639	0.039699	0.091676
1640	0.067277	0.05345
1641	-0.025076	0.083455
1642	-0.034414	0.052049
1643	0.027388	0.059386
1644	0.03203	0.044528
1645	-0.028503	0.002073
1646	-0.095774	0.091351
1647	0.062193	0.030272
1648	0.058342	0.065272
1649	0.012706	0.059309
1650	-0.1148	0.130086
1651	-0.21516	0.155875
1652	0.075555	0.056644
1653	-0.033571	0.03241
1654	-0.075771	-0.03147
1655	-0.02999	-0.012639
1656	0.028677	-0.005487
1657	-0.027161	-0.001379
1658	0.007166	-0.028512
1659	-0.216196	-0.062938
1660	-0.108318	0.019993
1662	0.012549	0.02885
1663	0.072506	-0.032397
1664	0.012981	-0.113116
1665	0.0016	-0.045524
1666	-0.099281	-0.033061
1667	0.051458	0.05061
1668	0.044193	-0.004955
1669	-0.031994	0.018153
1670	0.036291	0.042343
1671	-0.083503	-0.029531
1672	0.114376	0.035561
1673	-0.045092	-0.037822
1675	-0.06143	0.01433
1676	-0.082733	0.014834
1677	0.037478	0.052799
1678	0.063569	0.001701
1679	0.114939	0.007862
1680	-0.065451	-0.023483
1681	0.019076	-0.053535
1682	-0.02783	-0.007582
1683	-0.014073	0.017832
1684	0.026143	0.009605
1685	0.019362	0.009748
1686	0.010372	0.007078
1688	-0.152534	-0.069336
1689	0.052177	-0.06168
1690	0.121258	-0.041675
1691	0.087189	0.026594
1692	0.064994	0.04754
1693	0.178703	0.099131
1694	0.131002	0.029377
1695	0.043301	0.047019
1696	0.026358	0.0201
1699	-0.008411	-0.11924
1700	0.00345	-0.025624
1701	-0.048364	-0.089929
1702	0.045459	-0.100657
1703	0.149886	0.052011
1704	-0.047967	-0.069427
1705	-0.028668	-0.093492
1706	0.14657	0.042235
1707	-0.006445	-0.077384
1708	0.022698	-0.056488
1709	0.199019	0.07325
1710	0.019051	-0.11947
1711	-0.034582	-0.039824
1712	0.125866	0.009575
1713	0.130925	0.005451
1714	0.065568	-0.050988
1715	-0.025011	0.005859
1716	-0.004785	-0.097805
1717	0.134228	0.04376
1718	-0.081063	-0.022719
1719	0.032012	-0.016478
1720	0.014576	-0.023103
1721	0.006692	0.010687
1722	-0.063483	-0.09529
1723	0.050241	-0.114502
1724	-0.057122	-0.01558
1725	-0.042179	-0.133592
1726	-0.006611	-0.003547
1727	-0.049312	-0.054327
1728	0.152338	0.036406
1729	0.062198	-0.013611
1732	0.144378	-0.0456
1733	-0.009002	-0.006251
1734	-0.047939	-0.02634
1735	0.020644	-0.053959
1737	0.049138	0.044626
1738	-0.016944	-0.016217
1741	0.08745	0.099868
1742	-0.071464	-0.015484
1743	-0.263827	-0.343109
1744	-0.035537	0.006805
1745	-0.010932	-0.024663
1746	-0.006799	0.003603
1747	0.064479	-0.029609
1748	0.009861	-0.017493
1749	0.04254	-0.063361
1751	0.119173	0.033
1752	0.01471	-0.027128
1753	-0.068418	-0.040706
1754	0.019409	-0.047236
1755	0.044221	-0.01054
1756	-0.009012	0.026346
1757	0.002739	-0.01506
1758	-0.03941	0.011608
1759	-0.018518	-0.036309
1760	0.004683	-0.010807
1761	-0.1454	-0.0706
1762	0.093725	0.023579
1763	-0.006789	-0.027021
1764	0.016139	-0.01661
1766	0.016018	0.019993
1767	0.022195	0.04928
1768	0.065832	-0.027645
1769	0.011271	-0.018442
1770	-0.005616	-0.045514
1771	0.051785	-0.000742
1772	0.057573	-0.014087
1773	-0.117002	-0.080371
1774	0.022607	-0.026595
1775	0.041349	-0.059509
1776	0.013934	-0.029024
1777	-0.008425	-0.028073
1778	0.049492	-0.031454
1781	-0.051665	-0.016481
1782	0.095815	0.003895
1783	-0.043131	-0.018412
1785	0.023338	-0.04462
1786	0.050378	0.015383
1787	0.08083	-0.034
1788	0.064889	-0.01315
1789	-0.008011	-0.044126
1791	-0.120899	-0.089503
1793	-0.029995	0.03827
1794	-0.043373	-0.021311
1795	-0.025432	-0.058959
1796	-0.012031	-0.049036
1797	0.025557	0.014372
1799	0.09234	-0.00029
1800	0.121837	0.025021
1801	0.053092	-0.058897
1802	-0.025065	0.001686
1803	0.082482	0.077075
1804	0.065267	0.005373
1805	0.02568	0.048381
1806	0.014899	0.008997
1807	-0.048352	0.062556
1808	0.05298	-0.038063
1809	0.072109	0.003841
1810	0.021693	-0.049608
1811	0.154539	0.064847
1812	0.064893	0.01864
1813	0.01536	0.04654
1814	-0.059188	0.034965
1815	0.129775	0.068941
1816	-0.036715	0.115926
1817	-0.079273	-0.010239
1818	0.071759	0.013829
1819	0.076691	0.039536
1821	0.035525	0.008315
1823	-0.026254	0.0057
1824	0.078548	0.058443
1826	-0.073853	-0.054438
1827	0.095875	0.064776
1828	-0.135361	-0.064261
1830	0.135896	0.050305
1831	0.064126	0.005435
1832	-0.047525	-0.076407
1833	0.022311	-0.05698
1834	0.101019	0.023338
1835	-0.09249	-0.037526
1836	0.048744	-0.066485
1837	0.17944	0.026607
1838	-0.039826	-0.070649
1839	-0.018102	-0.054396
1840	0.072493	0.023332
1841	0.042537	-0.018576
1842	0.055622	-0.03487
1843	0.004183	0.012521
1844	-0.009306	-0.183885
1845	0.035885	-0.0229
1846	0.167753	0.009747
1847	0.067927	0.051148
1848	-0.043432	0.04242
1849	0.061405	-0.021857
1850	-0.001362	-0.059402
1851	-0.094313	-0.046796
1852	-0.008865	-0.063435
1853	-0.087423	-0.055926
1854	0.078963	0.050533
1855	-0.008839	-0.014047
1856	0.132804	0.007304
1857	-0.015738	-0.035331
1858	0.061813	0.13043
1859	0.067008	-0.028513
1860	-0.029687	-0.045184
1861	-0.042465	0.01258
1862	-0.063389	-0.013361
1863	0.177282	0.065168
1864	0.057617	0.040388
1865	0.183687	0.050651
1866	0.020232	-0.014093
1867	-0.019768	0.052343
1868	-0.034568	-0.009351
1870	-0.018165	-0.024211
1871	0.030802	-0.06836
1874	-0.030006	-0.072321
1875	0.132293	0.029374
1878	0.17543	0.008558
1879	0.024561	-0.074881
1880	-0.002999	-0.031935
1881	-0.020161	-0.062456
1882	-0.029745	0.067752
1884	-0.050036	-0.148813
1885	-0.005441	-0.016941
1886	0.031004	0.021502
1888	-0.000269	-0.081096
1889	0.012321	-0.063354
1890	0.035524	0.0622905
1892	-0.067161	-0.133475
1893	-0.081466	-0.041687
1894	0.144413	-0.020565
1895	0.16172	-0.052969
1896	0.254801	0.00121
1897	-0.04962	-0.060966
1898	-0.033582	-0.076395
1899	-0.021337	-0.009182
1900	0.094768	0.030353
1901	0.060981	-0.023222
1902	0.010211	-0.037348
1904	0.005959	-0.069874
1906	0.012156	-0.045608
1907	0.108536	-0.019042
1908	-0.008514	-0.137789
1909	0.209817	-0.015485
1910	0.06537	-0.050826
1911	0.213831	0.004972
1914	-0.154737	-0.001622
1915	0.159743	0.108048
1916	-0.053049	-0.022521
1917	-0.08451	0.040487
1918	0.132818	0.054474
1919	0.129783	0.066167
1920	0.065578	0.023541
1921	0.128847	0.053067
1922	0.314141	0.045582
1923	-0.074444	0.015086
1924	0.20214	0.040926
1926	-0.254102	-0.036254
1927	0.025184	0.069858
1929	0.122918	0.038468
1930	0.145519	0.040467
1931	-0.027581	0.03425
1932	0.020259	-0.004522
1933	0.031994	0.032697
1934	0.087596	0.16058
1935	0.141179	0.050563
1936	-0.061241	0.021086
1937	0.070615	0.020781
1938	-0.032084	-0.006883
1939	-0.019337	-0.078845
1942	0.197675	0.035297
1944	0.133901	0.064326
1945	0.095774	0.036391
1948	0.139003	-0.024643
1949	0.009052	-0.041732
1950	0.015468	-0.051133
1951	-0.008411	-0.11924
1953	-0.052915	-0.076578
1954	0.080483	-0.046951
1955	0.122553	-0.072846
1956	0.153384	0.049243
1957	0.019914	-0.039058
1958	0.10918	-0.021012
1959	0	-0.03582
1960	0.015111	-0.042696
1961	-0.034847	-0.09475
1962	0.141529	-0.047316
1963	0.187925	0.059594
1965	0.160901	0.045112
1966	0.092734	0.002165
1968	0.065966	-0.0134
1969	0.019945	0.026915
1970	0.040168	-0.088653
1971	-0.08577	0.004955
1972	0.095898	0.012207
1974	0.068655	-0.05052
1975	-0.074409	-0.015043
1976	0.014261	-0.007616
1977	-0.07092	-0.057509
1978	-0.245624	-0.086632
1979	-0.078848	-0.067935
1982	-0.094686	-0.09407
1984	-0.034387	-0.029973
1985	0.009475	-0.075615
1987	-0.002294	-0.081038
1988	-0.136343	-0.083783
1989	-0.115198	-0.119586
1990	-0.155626	-0.1286
1991	-0.114771	-0.096405
1992	-0.05254	-0.046737
1993	-0.075257	-0.044175
1994	-0.139306	-0.045388
1995	-0.071741	-0.096602
1996	-0.038532	-0.092077
1997	-0.097127	-0.092953
1998	-0.012719	-0.0402
1999	-0.068773	-0.074374
2001	-0.01176	-0.112902
2002	0.012313	-0.078314
2003	0.14119	-0.004598
2005	0.136048	0.032146
2007	-0.008943	-0.007069
2008	-0.064594	-0.066838
2009	-0.08562	-0.09205
2010	-0.081418	-0.023675
2011	0.003052	-0.003047
2012	-0.007616	-0.076843
2013	-0.094171	-0.100085
2014	-0.143268	-0.010446
2015	-0.081061	-0.042647
2016	0.059236	-0.016355
2017	-0.064177	0.000977
2018	-0.212744	0.016342
2019	-0.036927	0.008182
2020	-0.157611	-0.083366
2021	0.014723	-0.103177
2022	-0.040961	-0.025619
2023	-0.095068	-0.13335
2024	-0.078894	-0.110852
2025	0.142599	0.002506
2026	0.023764	-0.066373
2027	0.033512	-0.012666
2028	-0.020128	-0.003535
2029	-0.05665	0.014429
2031	0.050208	0.054766
2032	-0.060698	0.076523
2033	-0.006392	-0.047343
2034	0.027669	-0.011185
2035	0.047888	0.025688
2037	0.096387	0.050999
2038	0.031145	0.106481
2039	-0.003171	-0.019935
2040	-0.024197	-0.029996
2042	-0.090313	-0.031519
2043	0.039828	0.084241
2044	0.011874	0.012392
2045	0.022996	0.05065
2046	-0.03172	0.003049
2048	-0.002502	0.071414
2050	-0.032838	-0.015295
2051	0.108364	-0.061365
2052	-0.013223	0.005372
2053	0.012694	0.05794
2054	-0.06634	-0.06862
2055	-0.066279	-0.046621
2056	0.087245	0.051997
2057	-0.069617	-0.005196
2058	-0.022688	-0.055999
2059	0.010311	0.030273
2060	-0.009366	0.028915
2061	-0.055436	-0.094484
2062	-0.070467	0.041945
2063	-0.032368	-0.009785
2064	0.061589	0.051708
2065	0.14212	0.033608
2066	-0.123902	-0.097013
2067	0.000336	0.042416
2069	0.012158	0.073472
2070	-0.000798	-0.063163
2071	0.049081	-0.000686
2072	0.087871	0.048277
2074	-0.103476	0.108257
2075	0.029475	0.090457
2076	-0.045492	0.005862
2077	-0.053386	-0.046143
2078	-0.013344	-0.051413
2079	0.050682	0.072544
2080	0.082581	0.035469
2081	0.024853	0.02524
2082	0.058255	0.073914
2083	-0.061835	0.032313
2084	-0.120917	-0.156076
2085	0.06701	0.110703
2086	-0.100545	-0.095271
2087	0.051458	0.005011
2088	0.044583	0.063303
2090	0.011131	0.05328
2091	-0.002027	-0.023708
2093	0.102611	0.090338
2094	0.07515	0.095421
2095	-0.026858	0.084158
2096	-0.014996	0.040086
2097	0.029686	0.072014
2098	0.024793	0.009962
2100	0.021768	0.057559
2102	0.041749	0.094343
2103	0.067733	0.107714
2105	-0.126076	0.015866
2106	0.054122	0.07149
2107	0.000614	-0.006872
2109	-0.082655	-0.040694
2110	0.091027	0.042822
2111	-0.026397	-0.040941
2112	0.011889	0.048641
2113	0.025913	0.134888
2114	0.025768	0.0115
2115	-0.085686	-0.00647
2116	-0.033388	-0.002797
2118	-0.013264	0.058149
2119	-0.026092	-0.038553
2120	0.025563	0.069613
2121	-0.101702	-0.103827
2122	-0.012858	-0.066082
2123	0.03282	0.040531
2124	0.010985	0.03131
2125	0.078889	0.102039
2126	0.00121	0.098087
2127	0.037465	0.069188
2128	-0.158728	-0.113935
2129	0.046727	0.079563
2130	-0.232911	-0.089011
2131	-0.120035	-0.032167
2132	-0.19768	-0.077892
2133	-0.027971	-0.018397
2134	-0.096756	-0.03593
2135	-0.075769	0.010616
2137	-0.032367	-0.028576
2138	-0.028694	0.027479
2139	0.035108	0.06793
2140	0.018578	-0.001141
2141	0.015121	-0.00985
2142	0.013418	0.04975
2143	-0.118756	0.103399
2144	0.125139	0.111595
2145	-0.093775	0.115193
2146	0.026016	0.076601
2147	0.113336	0.132609
2148	-0.189891	0.054823
2149	-0.050007	0.053917
2150	-0.000911	0.008753
2151	0.06753	0.01199
2152	-0.006871	-0.022288
2153	-0.055702	0.018639
2154	-0.015694	0.071442
2155	0.096248	0.082413
2157	0.033513	-0.039134
2158	-0.066704	-0.013259
2159	0.013521	0.034797
2160	0.070236	0.026936
2161	0.092833	0.065292
2163	0.007853	-0.01069
2164	0.031004	0.021502
2166	-0.077929	-0.11545
2167	0.076895	0.02642
2168	0.060533	0.004738
2169	-0.108055	0.027381
2171	-0.206406	-0.098603
2172	-0.05323	-0.056436
2173	0.054146	-0.07597
2174	0.081544	0.009657
2175	0.024544	-0.069335
2176	-0.004228	-0.112564
2177	0.183341	0.030332
2178	-0.119324	-0.03294
2179	-0.144829	-0.088508
2180	-0.044922	-0.100128
2181	-0.027816	0.015376
2182	-0.074323	0.012549
2183	-0.059592	-0.047086
2184	-0.041409	0.013528
2186	0.008777	0.00881
2187	0.072402	0.026258
2188	-0.016917	-0.021284
2189	-6e-04	-0.045674
2190	0.057612	-0.034538
2191	-0.070847	0.038911
2192	0.060738	-0.049099
2193	0.067392	-0.045343
2194	0.005921	-0.104194
2195	-0.209171	-0.022753
2196	0.064829	0.039552
2197	0.017457	0.04514
2198	0.086788	0.074313
2199	0.001933	0.00429
2201	-0.007673	0.081135
2202	0.051144	-0.020535
2203	0.013496	0.072792
2206	-0.039619	0.00594
2207	0.103964	-0.017223
2208	0.020496	0.013403
2209	-0.003299	0.024731
2210	0.048235	0.056164
2212	0.022498	-0.030726
2213	0.005061	-0.014667
2214	0.032315	0.030473
2215	0.054924	-0.021908
2216	0.031156	0.00455
2217	0.939001	0.108921
2218	0.652479	0.029914
2219	0.80549	0.093715
2220	0.750516	-0.038734
2221	0.845664	-0.007364
2222	0.771664	-0.033386
2223	0.758375	0.019971
2224	0.84255	-0.007401
2225	0.678702	-0.013609
2226	0.757671	-0.036781
2227	0.751625	-0.038049
2229	0.775295	0.043313
2230	0.607308	-0.00267
2231	0.716057	0.012332
2232	0.650442	-0.020549
2233	0.547991	-0.1201
2234	0.549908	0.019114
2237	0.554847	-0.084928
2238	0.782308	-0.121483
2240	0.889004	-0.015017
2241	0.787853	0.056845
2242	0.734442	-0.000843
2243	0.71495	0.031147
2244	0.50777	-0.097832
2245	0.713763	-0.009746
2246	0.635022	-0.124674
2247	0.818086	-0.051516
2248	0.865832	0.022897
2249	0.717644	-0.043363
2250	0.638562	0.039924
2251	0.654278	-0.017649
2253	0.740438	-0.018292
2254	0.754736	0.000994
2255	0.845956	-0.00692
2256	0.828745	0.012098
2257	0.724559	0.007327
2258	0.624005	0.037592
2260	0.715599	0.037574
2261	0.931924	0.075229
2262	0.718492	-0.032884
2263	0.950722	0.095337
2264	0.888469	0.005625
2265	0.835015	0.036296
2266	0.740752	-0.009122
2267	0.688496	0.00734
2268	0.717561	0.000676
2269	0.86321	0.079912
2270	0.942331	0.042232
2271	0.880393	0.004076
2273	0.831578	0.036831
2275	0.740481	-0.099521
2276	0.092504	0.043744
2338	0.007941	-0.006974
2342	-0.108287	-0.090928
2359	0.827172	0.093432
